Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Price,Earnings,Earnings,CAPE,,TR CAPE,,Yield,Returns,Returns,Real Return,Real Return,Returns,,,,
1924.05,8.47,0.54,0.96,17.00,1924.37,3.99,161.76,10.28,2 683.18,18.32,303.86,7.90,,11.38,,14.22%,1.00,6.72,9.83%,6.98%,2.85%,,,,
1924.06,8.63,0.54,0.96,17.00,1924.46,3.98,164.82,10.31,2 748.12,18.24,304.11,8.05,,11.60,,14.00%,1.00,6.75,9.67%,6.90%,2.77%,,,,
1924.07,9.03,0.54,0.95,17.10,1924.54,3.96,171.45,10.29,2 872.97,18.05,302.50,8.38,,12.07,,13.49%,1.00,6.74,8.70%,6.96%,1.73%,,,,
1924.08,9.34,0.54,0.95,17.00,1924.62,3.94,178.38,10.38,3 003.57,18.08,304.44,8.72,,12.56,,12.77%,1.00,6.81,7.83%,6.90%,0.93%,,,,
1924.09,9.25,0.55,0.94,17.10,1924.71,3.93,175.63,10.35,2 971.75,17.89,302.80,8.58,,12.36,,13.03%,1.00,6.81,7.56%,6.81%,0.76%,,,,
1924.1,9.13,0.55,0.94,17.20,1924.79,3.91,172.34,10.32,2 930.70,17.71,301.19,8.42,,12.13,,13.44%,1.00,6.80,7.92%,6.95%,0.97%,,,,
1924.11,9.64,0.55,0.93,17.20,1924.87,3.89,181.97,10.35,3 109.07,17.63,301.30,8.89,,12.80,,12.72%,1.00,6.83,7.63%,6.95%,0.68%,,,,
1924.12,10.16,0.55,0.93,17.30,1924.96,3.88,190.67,10.32,3 272.54,17.45,299.55,9.31,,13.41,,12.39%,1.00,6.82,7.27%,7.09%,0.18%,,,,
1925.01,10.58,0.55,0.96,17.30,1925.04,3.86,198.56,10.40,3 422.69,17.95,309.50,9.69,,13.95,,11.99%,1.00,6.85,6.67%,6.94%,-0.26%,,,,
1925.02,10.67,0.56,0.98,17.20,1925.12,3.85,201.41,10.54,3 487.02,18.56,321.35,9.83,,14.14,,11.90%,1.00,6.92,6.12%,6.78%,-0.67%,,,,
1925.03,10.39,0.56,1.01,17.30,1925.21,3.83,194.99,10.56,3 391.11,18.95,329.65,9.52,,13.69,,12.42%,1.00,6.91,5.76%,6.83%,-1.07%,,,,
1925.04,10.28,0.57,1.04,17.20,1925.29,3.82,194.05,10.70,3 390.22,19.57,341.99,9.48,,13.62,,12.31%,1.00,6.98,6.50%,6.68%,-0.18%,,,,
1925.05,10.61,0.57,1.06,17.30,1925.37,3.80,199.12,10.71,3 494.42,19.95,350.10,9.73,,13.96,,12.01%,1.00,6.98,7.02%,6.73%,0.29%,,,,
1925.06,10.80,0.58,1.09,17.50,1925.46,3.79,200.37,10.67,3 531.95,20.22,356.47,9.80,,14.04,,12.07%,1.00,6.93,7.43%,6.92%,0.50%,,,,
1925.07,11.10,0.58,1.12,17.70,1925.54,3.77,203.61,10.62,3 604.65,20.49,362.74,9.96,,14.26,,12.04%,1.00,6.88,7.79%,7.03%,0.76%,,,,
1925.08,11.25,0.58,1.14,17.70,1925.62,3.76,206.36,10.70,3 669.14,20.97,372.78,10.11,,14.45,,11.91%,1.00,6.91,8.34%,7.02%,1.32%,,,,
1925.09,11.51,0.59,1.17,17.70,1925.71,3.74,211.13,10.78,3 769.91,21.46,383.21,10.36,,14.78,,11.68%,1.00,6.94,8.31%,7.01%,1.30%,,,,
1925.1,11.89,0.59,1.20,17.70,1925.79,3.73,218.10,10.85,3 910.52,21.96,393.68,10.72,,15.26,,11.27%,1.00,6.97,8.23%,7.00%,1.24%,,,,
1925.11,12.26,0.60,1.22,18.00,1925.87,3.71,221.14,10.75,3 981.07,22.06,397.13,10.89,,15.46,,11.22%,1.00,6.88,8.97%,7.09%,1.88%,,,,
1925.12,12.46,0.60,1.25,17.90,1925.96,3.70,226.00,10.88,4 084.94,22.67,409.81,11.15,,15.79,,10.96%,1.00,6.95,8.72%,7.02%,1.70%,,,,
1926.01,12.65,0.61,1.25,17.90,1926.04,3.68,229.45,11.02,4 163.83,22.65,411.12,11.34,,16.02,,10.72%,1.01,6.98,9.13%,7.00%,2.12%,,,,
1926.02,12.67,0.62,1.25,17.90,1926.12,3.65,229.81,11.15,4 187.28,22.64,412.45,11.39,,16.04,,10.71%,1.01,7.02,9.71%,6.97%,2.74%,,,,
1926.03,11.81,0.62,1.25,17.80,1926.21,3.62,215.41,11.35,3 942.23,22.76,416.59,10.71,,15.05,,11.13%,1.01,7.10,10.72%,6.95%,3.77%,,,,
1926.04,11.48,0.63,1.25,17.90,1926.29,3.60,208.23,11.43,3 828.09,22.62,415.82,10.40,,14.56,,11.40%,1.01,7.09,11.09%,6.97%,4.12%,,,,
1926.05,11.56,0.64,1.25,17.80,1926.37,3.57,210.85,11.63,3 894.24,22.73,419.74,10.58,,14.77,,11.11%,1.01,7.17,10.33%,6.88%,3.45%,,,,
1926.06,12.11,0.65,1.25,17.70,1926.46,3.54,222.13,11.83,4 120.77,22.84,423.65,11.20,,15.59,,10.46%,1.01,7.25,10.12%,6.70%,3.42%,,,,
1926.07,12.62,0.65,1.24,17.50,1926.54,3.51,234.13,12.11,4 362.11,23.08,429.99,11.87,,16.47,,9.86%,1.01,7.37,10.08%,6.47%,3.61%,,,,
1926.08,13.12,0.66,1.24,17.40,1926.62,3.48,244.81,12.32,4 580.12,23.19,433.92,12.49,,17.26,,9.31%,1.01,7.45,9.72%,6.30%,3.42%,,,,
1926.09,13.32,0.67,1.24,17.50,1926.71,3.45,247.12,12.38,4 642.67,23.04,432.90,12.69,,17.47,,9.08%,1.01,7.45,9.73%,6.33%,3.40%,,,,
1926.1,13.02,0.68,1.24,17.60,1926.79,3.43,240.18,12.45,4 531.82,22.91,432.30,12.43,,17.03,,9.15%,1.01,7.45,10.59%,6.35%,4.24%,,,,
1926.11,13.19,0.68,1.24,17.70,1926.87,3.40,241.94,12.52,4 584.73,22.76,431.36,12.62,,17.22,,8.94%,1.01,7.44,10.80%,6.38%,4.42%,,,,
1926.12,13.49,0.69,1.24,17.70,1926.96,3.37,247.45,12.66,4 709.00,22.75,432.85,13.01,,17.68,,8.63%,1.01,7.48,10.35%,6.34%,4.01%,,,,
1927.01,13.40,0.70,1.23,17.50,1927.04,3.34,248.61,12.93,4 751.54,22.80,435.79,13.19,,17.84,,8.35%,1.00,7.61,10.55%,6.11%,4.44%,,,,
1927.02,13.66,0.70,1.22,17.40,1927.12,3.34,254.89,13.12,4 892.47,22.73,436.24,13.63,,18.36,,7.78%,1.00,7.67,10.59%,6.06%,4.53%,,,,
1927.03,13.87,0.71,1.21,17.30,1927.21,3.34,260.30,13.32,5 017.71,22.67,437.02,14.03,,18.81,,7.51%,1.00,7.74,10.26%,5.92%,4.33%,,,,
1927.04,14.21,0.72,1.20,17.30,1927.29,3.34,266.68,13.45,5 162.32,22.46,434.86,14.49,,19.34,,6.79%,1.00,7.76,9.23%,5.85%,3.38%,,,,
1927.05,14.70,0.72,1.19,17.40,1927.37,3.34,274.29,13.50,5 331.41,22.13,430.14,15.00,,19.94,,6.45%,1.00,7.74,8.35%,5.84%,2.51%,,,,
1927.06,14.89,0.73,1.18,17.60,1927.46,3.34,274.68,13.47,5 360.77,21.68,423.03,15.12,,20.01,,6.35%,1.00,7.67,7.93%,5.96%,1.97%,,,,
1927.07,15.22,0.74,1.16,17.30,1927.54,3.34,285.64,13.83,5 597.08,21.84,428.06,15.82,,20.85,,6.04%,1.00,7.83,8.06%,5.71%,2.35%,,,,
1927.08,16.03,0.74,1.15,17.20,1927.62,3.33,302.59,14.03,5 952.14,21.76,428.12,16.86,,22.14,,5.44%,1.00,7.90,7.55%,5.65%,1.90%,,,,
1927.09,16.94,0.75,1.14,17.30,1927.71,3.33,317.92,14.08,6 276.75,21.45,423.51,17.82,,23.29,,4.94%,1.00,7.87,5.33%,5.64%,-0.31%,,,,
1927.1,16.68,0.76,1.13,17.40,1927.79,3.33,311.24,14.12,6 168.12,21.12,418.60,17.54,,22.84,,4.94%,1.00,7.85,3.92%,5.70%,-1.78%,,,,
1927.11,17.06,0.76,1.12,17.30,1927.87,3.33,320.17,14.32,6 368.77,21.04,418.49,18.13,,23.52,,4.69%,1.00,7.92,2.77%,5.72%,-2.94%,,,,
1927.12,17.46,0.77,1.11,17.30,1927.96,3.33,327.67,14.45,6 542.05,20.83,415.90,18.65,,24.10,,4.39%,1.00,7.94,2.46%,5.79%,-3.33%,,,,
1928.01,17.53,0.78,1.13,17.30,1928.04,3.33,328.99,14.58,6 592.53,21.26,426.09,18.81,,24.22,,4.13%,1.00,7.96,2.86%,5.94%,-3.09%,,,,
1928.02,17.32,0.78,1.16,17.10,1928.12,3.35,328.85,14.87,6 614.57,21.93,441.10,18.87,,24.22,,3.90%,1.00,8.06,2.71%,5.92%,-3.22%,,,,
1928.03,18.25,0.79,1.18,17.10,1928.21,3.38,346.51,15.00,6 994.88,22.35,451.12,19.94,,25.51,,3.66%,1.00,8.07,1.50%,5.95%,-4.45%,,,,
1928.04,19.40,0.80,1.20,17.10,1928.29,3.40,368.34,15.13,7 461.10,22.78,461.51,21.26,,27.10,,3.18%,1.00,8.08,0.42%,5.91%,-5.48%,,,,
1928.05,20.00,0.80,1.22,17.20,1928.37,3.42,377.53,15.16,7 672.73,23.07,468.80,21.83,,27.73,,2.88%,1.00,8.04,0.37%,6.07%,-5.70%,,,,
1928.06,19.02,0.81,1.25,17.10,1928.46,3.44,361.13,15.38,7 365.49,23.64,482.13,20.91,,26.48,,2.86%,1.00,8.09,1.07%,6.03%,-4.97%,,,,
1928.07,19.16,0.82,1.27,17.10,1928.54,3.47,363.78,15.51,7 446.06,24.08,492.78,21.08,,26.61,,2.53%,1.00,8.10,2.86%,6.06%,-3.20%,,,,
1928.08,19.78,0.82,1.29,17.10,1928.62,3.49,375.56,15.63,7 713.67,24.49,503.07,21.76,,27.39,,2.16%,1.00,8.11,2.60%,6.09%,-3.49%,,,,
1928.09,21.17,0.83,1.31,17.30,1928.71,3.51,397.30,15.58,8 186.95,24.62,507.38,23.00,,28.87,,1.81%,1.00,8.02,1.57%,6.24%,-4.67%,,,,
1928.1,21.60,0.84,1.34,17.20,1928.79,3.53,407.73,15.79,8 428.93,25.20,520.95,23.58,,29.50,,1.43%,1.00,8.08,2.46%,6.28%,-3.82%,,,,
1928.11,23.06,0.84,1.36,17.20,1928.87,3.56,435.29,15.92,9 026.09,25.62,531.15,25.12,,31.34,,0.96%,1.00,8.09,1.80%,6.30%,-4.50%,,,,
1928.12,23.15,0.85,1.38,17.10,1928.96,3.58,439.54,16.14,9 142.19,26.20,544.98,25.30,,31.47,,0.73%,1.00,8.14,1.41%,6.27%,-4.86%,,,,
1929.01,24.86,0.86,1.40,17.10,1929.04,3.60,472.01,16.33,9 845.79,26.56,554.07,27.08,,33.59,,0.45%,1.01,8.15,0.54%,6.29%,-5.75%,,,,
1929.02,24.99,0.87,1.42,17.10,1929.12,3.57,474.48,16.52,9 925.99,26.92,563.23,27.13,,33.56,,0.65%,1.01,8.20,0.49%,6.35%,-5.86%,,,,
1929.03,25.43,0.88,1.44,17.00,1929.21,3.55,485.67,16.81,10 189.47,27.46,576.19,27.68,,34.13,,0.42%,1.01,8.29,0.25%,6.26%,-6.01%,,,,
1929.04,25.28,0.89,1.46,16.90,1929.29,3.52,485.66,17.10,10 219.20,27.99,588.98,27.57,,33.90,,0.22%,1.01,8.38,-1.01%,6.25%,-7.26%,,,,
1929.05,25.66,0.90,1.48,17.00,1929.37,3.50,490.06,17.19,10 341.94,28.19,594.88,27.70,,33.97,,0.17%,1.01,8.37,-0.73%,6.29%,-7.02%,,,,
1929.06,26.15,0.91,1.50,17.10,1929.46,3.47,496.50,17.28,10 508.17,28.39,600.75,27.94,,34.17,,0.23%,1.01,8.36,-0.67%,6.34%,-7.01%,,,,
1929.07,28.48,0.92,1.51,17.30,1929.54,3.45,534.49,17.27,11 342.61,28.41,602.97,29.93,,36.51,,-0.16%,1.01,8.31,-1.15%,6.44%,-7.59%,,,,
1929.08,30.10,0.93,1.53,17.30,1929.62,3.42,564.89,17.45,12 018.67,28.77,612.11,31.48,,38.29,,-0.47%,1.01,8.35,-1.83%,6.42%,-8.24%,,,,
1929.09,31.30,0.94,1.55,17.30,1929.71,3.39,587.41,17.64,12 529.10,29.13,621.25,32.56,,39.50,,-0.61%,1.01,8.39,-1.42%,6.17%,-7.58%,,,,
1929.1,27.99,0.95,1.57,17.30,1929.79,3.37,525.29,17.83,11 235.82,29.50,631.04,28.96,,35.05,,-0.37%,1.00,8.43,-0.13%,6.22%,-6.35%,,,,
1929.11,20.58,0.96,1.59,17.30,1929.87,3.34,386.23,18.02,8 293.39,29.86,641.15,21.17,,25.59,,0.71%,1.00,8.48,2.81%,6.20%,-3.39%,,,,
1929.12,21.40,0.97,1.61,17.20,1929.96,3.32,403.95,18.31,8 706.74,30.39,655.04,22.01,,26.57,,0.29%,1.00,8.57,2.11%,6.12%,-4.01%,,,,
1930.01,21.71,0.97,1.56,17.10,1930.04,3.29,412.20,18.43,8 917.63,29.56,639.56,22.31,,26.90,,-0.01%,1.00,8.66,1.92%,6.11%,-4.19%,,,,
1930.02,23.07,0.97,1.50,17.00,1930.12,3.29,440.60,18.56,9 565.47,28.70,623.19,23.70,,28.53,,-0.44%,1.00,8.73,1.11%,5.99%,-4.87%,,,,
1930.03,23.94,0.97,1.45,16.90,1930.21,3.30,459.92,18.68,10 018.73,27.86,606.82,24.59,,29.57,,-0.75%,1.00,8.81,0.63%,5.94%,-5.31%,,,,
1930.04,25.46,0.97,1.40,17.00,1930.29,3.30,486.24,18.59,10 625.91,26.68,583.05,25.84,,31.04,,-1.19%,1.00,8.77,0.18%,6.01%,-5.83%,,,,
1930.05,23.94,0.97,1.34,16.90,1930.37,3.31,459.92,18.72,10 084.73,25.80,565.74,24.31,,29.17,,-1.15%,1.00,8.85,-0.72%,5.97%,-6.69%,,,,
1930.06,21.52,0.98,1.29,16.80,1930.46,3.31,415.89,18.84,9 153.69,24.93,548.71,21.87,,26.24,,-0.90%,1.00,8.92,-0.67%,5.84%,-6.51%,,,,
1930.07,21.06,0.98,1.24,16.60,1930.54,3.32,411.90,19.09,9 100.96,24.19,534.56,21.55,,25.85,,-0.90%,1.00,9.05,-0.16%,5.80%,-5.97%,,,,
1930.08,20.79,0.98,1.18,16.50,1930.62,3.32,409.09,19.22,9 074.12,23.28,516.34,21.30,,25.56,,-0.68%,1.00,9.13,0.13%,5.75%,-5.62%,,,,
1930.09,20.78,0.98,1.13,16.60,1930.71,3.32,406.43,19.12,9 050.46,22.10,492.16,21.07,,25.29,,-0.42%,1.00,9.10,0.62%,5.83%,-5.21%,,,,
1930.1,17.92,0.98,1.08,16.50,1930.79,3.33,352.61,19.25,7 887.85,21.19,474.06,18.21,,21.88,,0.31%,1.00,9.17,2.16%,5.78%,-3.62%,,,,
1930.11,16.62,0.98,1.02,16.40,1930.87,3.33,329.03,19.39,7 396.37,20.25,455.26,16.94,,20.38,,0.71%,1.00,9.25,3.11%,5.73%,-2.62%,,,,
1930.12,15.51,0.98,0.97,16.10,1930.96,3.34,312.77,19.76,7 068.03,19.56,442.04,16.06,,19.35,,1.05%,1.00,9.45,3.13%,5.47%,-2.34%,,,,
1931.01,15.98,0.97,0.94,15.90,1931.04,3.34,326.31,19.74,7 410.98,19.19,435.94,16.71,,20.17,,0.88%,1.00,9.59,2.72%,5.35%,-2.63%,,,,
1931.02,17.20,0.95,0.91,15.70,1931.12,3.37,355.69,19.71,8 115.70,18.82,429.38,18.16,,21.96,,0.56%,1.00,9.71,1.19%,5.19%,-4.00%,,,,
1931.03,17.53,0.94,0.88,15.60,1931.21,3.40,364.84,19.56,8 361.63,18.31,419.75,18.58,,22.49,,0.40%,1.00,9.78,0.94%,5.02%,-4.09%,,,,
1931.04,15.86,0.93,0.85,15.50,1931.29,3.43,332.21,19.41,7 650.94,17.80,410.04,16.87,,20.46,,0.96%,1.00,9.85,1.50%,4.85%,-3.35%,,,,
1931.05,14.33,0.91,0.82,15.30,1931.37,3.45,304.09,19.38,7 040.42,17.40,402.87,15.40,,18.72,,1.59%,1.00,9.98,2.12%,4.62%,-2.50%,,,,
1931.06,13.87,0.90,0.79,15.10,1931.46,3.48,298.23,19.35,6 942.01,16.99,395.40,15.06,,18.36,,1.64%,1.00,10.12,2.46%,4.24%,-1.78%,,,,
1931.07,14.33,0.89,0.76,15.10,1931.54,3.51,308.12,19.07,7 209.23,16.34,382.35,15.52,,18.96,,1.36%,1.00,10.12,2.64%,4.21%,-1.57%,,,,
1931.08,13.90,0.87,0.73,15.10,1931.62,3.54,298.87,18.78,7 029.51,15.70,369.18,15.01,,18.38,,1.55%,1.00,10.13,2.77%,4.05%,-1.27%,,,,
1931.09,11.83,0.86,0.70,15.00,1931.71,3.57,256.06,18.61,6 059.04,15.15,358.52,12.82,,15.76,,2.71%,1.00,10.20,4.26%,3.81%,0.45%,,,,
1931.1,10.25,0.85,0.67,14.90,1931.79,3.60,223.35,18.45,5 321.42,14.60,347.84,11.15,,13.76,,3.78%,1.00,10.28,5.12%,3.58%,1.54%,,,,
1931.11,10.39,0.83,0.64,14.70,1931.87,3.62,229.48,18.40,5 504.03,14.14,339.04,11.42,,14.16,,3.46%,1.00,10.42,4.26%,3.35%,0.91%,,,,
1931.12,8.44,0.82,0.61,14.60,1931.96,3.65,187.69,18.24,4 538.10,13.57,327.99,9.31,,11.61,,5.41%,1.00,10.50,5.58%,3.19%,2.39%,,,,
1932.01,8.30,0.79,0.59,14.30,1932.04,3.68,188.45,18.01,4 592.74,13.47,328.30,9.31,,11.69,,5.40%,1.01,10.73,5.59%,2.82%,2.78%,,,,
1932.02,8.23,0.77,0.58,14.10,1932.12,3.65,189.51,17.65,4 654.46,13.28,326.15,9.34,,11.79,,5.27%,1.01,10.94,5.12%,2.57%,2.55%,,,,
1932.03,8.26,0.74,0.56,14.00,1932.21,3.62,191.56,17.16,4 739.92,12.99,321.35,9.41,,11.95,,5.26%,1.01,11.08,4.28%,2.33%,1.96%,,,,
1932.04,6.28,0.71,0.54,13.90,1932.29,3.59,146.69,16.66,3 664.00,12.69,316.98,7.19,,9.19,,8.50%,1.01,11.23,6.56%,2.16%,4.41%,,,,
1932.05,5.51,0.69,0.53,13.70,1932.37,3.56,130.58,16.27,3 295.55,12.48,315.02,6.39,,8.24,,10.13%,1.01,11.45,7.76%,1.85%,5.92%,,,,
1932.06,4.77,0.66,0.51,13.60,1932.46,3.53,113.87,15.76,2 907.07,12.18,310.82,5.57,,7.24,,12.41%,1.01,11.60,9.73%,1.73%,8.00%,,,,
1932.07,5.01,0.63,0.49,13.60,1932.54,3.50,119.60,15.12,3 085.50,11.78,303.81,5.84,,7.65,,11.54%,1.01,11.67,9.48%,1.64%,7.84%,,,,
1932.08,7.53,0.61,0.48,13.50,1932.62,3.46,181.09,14.59,4 703.21,11.46,297.75,8.83,,11.63,,5.81%,1.01,11.82,4.90%,1.46%,3.44%,,,,
1932.09,8.26,0.58,0.46,13.40,1932.71,3.43,200.13,14.05,5 228.08,11.15,291.15,9.76,,12.89,,4.69%,1.01,11.97,3.97%,1.35%,2.61%,,,,
1932.1,7.12,0.55,0.44,13.30,1932.79,3.40,173.81,13.51,4 569.82,10.82,284.52,8.48,,11.24,,6.14%,1.01,12.13,6.06%,1.12%,4.94%,,,,
1932.11,7.05,0.53,0.43,13.20,1932.87,3.37,173.40,12.95,4 587.55,10.50,277.66,8.46,,11.26,,6.06%,1.01,12.28,6.18%,0.95%,5.23%,,,,
1932.12,6.82,0.50,0.41,13.10,1932.96,3.34,169.03,12.39,4 499.09,10.16,270.47,8.26,,11.03,,6.26%,1.01,12.44,6.43%,0.78%,5.66%,,,,
1933.01,7.09,0.50,0.41,12.90,1933.04,3.31,178.44,12.46,4 777.35,10.38,277.95,8.73,,11.69,,5.54%,1.00,12.71,6.47%,0.59%,5.88%,,,,
1933.02,6.25,0.49,0.42,12.70,1933.12,3.29,159.78,12.53,4 305.61,10.61,285.89,7.83,,10.52,,6.72%,1.00,12.96,8.25%,0.41%,7.84%,,,,
1933.03,6.23,0.49,0.42,12.60,1933.21,3.28,160.53,12.50,4 353.96,10.76,291.78,7.87,,10.63,,6.58%,1.00,13.11,8.37%,0.13%,8.23%,,,,
1933.04,6.89,0.48,0.42,12.60,1933.29,3.26,177.54,12.37,4 843.17,10.82,295.23,8.72,,11.81,,5.31%,1.00,13.17,7.49%,0.00%,7.50%,,,,
1933.05,8.87,0.48,0.42,12.60,1933.37,3.25,228.56,12.24,6 262.79,10.89,298.31,11.25,,15.25,,2.75%,1.00,13.22,5.15%,-0.08%,5.23%,,,,
1933.06,10.39,0.47,0.43,12.70,1933.46,3.23,265.62,12.02,7 305.68,10.87,298.84,13.10,,17.77,,1.53%,1.00,13.17,3.77%,-0.02%,3.79%,,,,
1933.07,11.23,0.47,0.43,13.10,1933.54,3.22,278.33,11.52,7 681.63,10.60,292.42,13.75,,18.66,,1.37%,1.00,12.82,3.56%,0.33%,3.24%,,,,
1933.08,10.67,0.46,0.43,13.20,1933.62,3.20,262.44,11.31,7 269.31,10.58,292.95,13.00,,17.65,,1.94%,1.00,12.77,3.71%,0.44%,3.27%,,,,
1933.09,10.58,0.46,0.43,13.20,1933.71,3.18,260.23,11.19,7 233.82,10.64,295.71,12.92,,17.55,,1.94%,1.00,12.83,3.97%,0.36%,3.60%,,,,
1933.1,9.55,0.45,0.44,13.20,1933.79,3.17,234.90,11.07,6 555.22,10.70,298.59,11.70,,15.90,,2.71%,1.00,12.88,4.94%,0.34%,4.60%,,,,
1933.11,9.78,0.45,0.44,13.20,1933.87,3.15,240.55,10.95,6 738.55,10.76,301.44,12.01,,16.33,,2.50%,1.00,12.93,4.21%,0.32%,3.88%,,,,
1933.12,9.97,0.44,0.44,13.20,1933.96,3.14,245.23,10.82,6 894.73,10.82,304.28,12.28,,16.71,,2.34%,1.00,12.98,4.15%,0.30%,3.85%,,,,
1934.01,10.54,0.44,0.44,13.20,1934.04,3.12,259.25,10.84,7 314.32,10.93,308.26,13.03,,17.72,,1.89%,1.00,13.03,3.91%,0.28%,3.63%,,,,
1934.02,11.32,0.44,0.45,13.30,1934.12,3.09,276.34,10.78,7 821.89,10.94,309.77,13.93,,18.95,,1.55%,1.00,13.00,3.19%,0.34%,2.85%,,,,
1934.03,10.74,0.44,0.45,13.30,1934.21,3.07,262.18,10.80,7 446.60,11.05,313.74,13.25,,18.04,,2.00%,1.00,13.06,4.03%,0.32%,3.71%,,,,
1934.04,10.92,0.44,0.46,13.30,1934.29,3.04,266.57,10.82,7 597.02,11.15,317.73,13.52,,18.40,,1.94%,1.00,13.12,3.63%,0.24%,3.39%,,,,
1934.05,9.81,0.44,0.46,13.30,1934.37,3.01,239.48,10.84,6 850.55,11.25,321.79,12.18,,16.58,,2.77%,1.00,13.19,4.93%,0.22%,4.71%,,,,
1934.06,9.94,0.45,0.47,13.40,1934.46,2.98,240.84,10.78,6 915.23,11.27,323.50,12.29,,16.73,,2.80%,1.00,13.15,5.30%,0.22%,5.08%,,,,
1934.07,9.47,0.45,0.47,13.40,1934.54,2.96,229.45,10.80,6 614.10,11.37,327.70,11.74,,16.00,,3.15%,1.00,13.22,6.03%,0.14%,5.89%,,,,
1934.08,9.10,0.45,0.47,13.40,1934.62,2.93,220.49,10.82,6 381.68,11.47,331.92,11.32,,15.43,,3.56%,1.00,13.28,6.29%,0.12%,6.17%,,,,
1934.09,8.88,0.45,0.48,13.60,1934.71,2.90,211.99,10.68,6 161.58,11.40,331.32,10.91,,14.89,,4.00%,1.00,13.15,6.54%,0.25%,6.29%,,,,
1934.1,8.95,0.45,0.48,13.50,1934.79,2.87,215.25,10.78,6 282.27,11.58,338.12,11.11,,15.17,,3.74%,1.00,13.31,6.63%,0.15%,6.48%,,,,
1934.11,9.20,0.45,0.49,13.50,1934.87,2.85,221.26,10.80,6 484.03,11.68,342.38,11.45,,15.65,,3.50%,1.00,13.37,6.27%,0.13%,6.13%,,,,
1934.12,9.26,0.45,0.49,13.40,1934.96,2.82,224.36,10.90,6 601.65,11.87,349.33,11.64,,15.92,,3.25%,1.00,13.54,6.29%,-0.02%,6.30%,,,,
1935.01,9.26,0.45,0.57,13.60,1935.04,2.79,221.06,10.74,6 530.90,13.61,402.01,11.50,,15.73,,3.53%,1.00,13.40,6.76%,0.11%,6.64%,,,,
1935.02,8.98,0.45,0.65,13.70,1935.12,2.78,212.81,10.66,6 313.45,15.40,456.99,11.09,,15.18,,3.99%,1.00,13.35,7.51%,0.19%,7.33%,,,,
1935.03,8.41,0.45,0.73,13.70,1935.21,2.77,199.31,10.66,5 939.07,17.30,515.52,10.40,,14.24,,4.54%,1.00,13.39,8.21%,0.19%,8.02%,,,,
1935.04,9.04,0.45,0.76,13.80,1935.29,2.76,212.68,10.51,6 363.81,17.80,532.66,11.10,,15.20,,4.07%,1.00,13.34,7.77%,0.26%,7.51%,,,,
1935.05,9.75,0.44,0.78,13.80,1935.37,2.74,229.39,10.43,6 889.63,18.43,553.53,11.99,,16.40,,3.37%,1.00,13.38,7.29%,0.20%,7.09%,,,,
1935.06,10.12,0.44,0.81,13.70,1935.46,2.73,239.83,10.43,7 229.38,19.20,578.64,12.54,,17.14,,2.82%,1.00,13.53,6.89%,0.02%,6.87%,,,,
1935.07,10.65,0.44,0.79,13.70,1935.54,2.72,252.39,10.43,7 634.19,18.80,568.68,13.20,,18.02,,2.33%,1.00,13.57,6.13%,0.02%,6.11%,,,,
1935.08,11.37,0.44,0.78,13.70,1935.62,2.71,269.45,10.43,8 176.58,18.41,558.53,14.11,,19.22,,1.85%,1.00,13.61,5.48%,0.02%,5.46%,,,,
1935.09,11.61,0.44,0.76,13.70,1935.71,2.70,275.14,10.43,8 375.54,18.01,548.27,14.42,,19.62,,1.71%,1.00,13.66,5.96%,0.02%,5.94%,,,,
1935.1,11.92,0.45,0.76,13.70,1935.79,2.69,282.49,10.66,8 626.23,18.01,549.99,14.83,,20.14,,1.53%,1.00,13.70,6.11%,0.02%,6.10%,,,,
1935.11,13.04,0.46,0.76,13.80,1935.87,2.67,306.79,10.82,9 395.91,17.88,547.61,16.13,,21.87,,0.90%,1.00,13.65,5.58%,0.09%,5.49%,,,,
1935.12,13.04,0.47,0.76,13.80,1935.96,2.66,306.79,11.06,9 424.13,17.88,549.26,16.16,,21.87,,0.96%,1.00,13.69,5.70%,0.03%,5.67%,,,,
1936.01,13.76,0.48,0.77,13.80,1936.04,2.65,323.73,11.29,9 973.39,18.12,558.10,17.09,,23.08,,0.63%,1.00,13.74,5.55%,0.03%,5.52%,,,,
1936.02,14.55,0.49,0.78,13.80,1936.12,2.65,342.32,11.53,10 575.59,18.35,566.94,18.10,,24.41,,0.30%,1.00,13.76,5.05%,0.08%,4.97%,,,,
1936.03,14.86,0.50,0.79,13.70,1936.21,2.66,352.16,11.85,10 910.25,18.72,580.02,18.66,,25.10,,0.12%,1.00,13.89,4.33%,-0.11%,4.44%,,,,
1936.04,14.88,0.52,0.82,13.70,1936.29,2.66,352.64,12.24,10 956.55,19.43,603.79,18.72,,25.13,,0.05%,1.00,13.92,4.91%,-0.17%,5.08%,,,,
1936.05,14.09,0.53,0.85,13.70,1936.37,2.66,333.91,12.64,10 407.58,20.14,627.85,17.75,,23.79,,0.39%,1.00,13.95,5.45%,-0.23%,5.68%,,,,
1936.06,14.69,0.55,0.88,13.80,1936.46,2.66,345.61,12.94,10 805.75,20.70,647.31,18.39,,24.60,,0.32%,1.00,13.87,4.91%,-0.27%,5.17%,,,,
1936.07,15.56,0.57,0.90,13.90,1936.54,2.67,363.45,13.31,11 398.05,21.02,659.27,19.36,,25.84,,0.22%,1.00,13.80,3.49%,-0.77%,4.26%,,,,
