Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2011-12-02,3.45,3.45,3.04,3.04,131.75704018,414.64920322,3.14707436243
2011-12-03,2.93,2.93,2.93,2.93,0.5,1.465,2.93
2011-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-05,2.82,2.99,2.82,2.93,207.3632656,612.076513744,2.95171139388
2011-12-06,2.9,3.25,2.89,2.98,216.10928902,659.727894872,3.05275121613
2011-12-07,3.05,3.35,3.05,3.3,233.20920018,746.118477933,3.19935267286
2011-12-08,3.27,3.5,2.95,3.3,115.71772709,366.564446248,3.16774668381
2011-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-10,3.2,3.2,3.0,3.2,12.284375,38.31,3.11859577716
2011-12-11,3.17,3.37,3.17,3.27,157.77889484,517.137685888,3.27761001503
2011-12-12,3.37,3.6,3.37,3.48,75.61897495,265.335813222,3.50885228737
2011-12-13,3.25,3.59,3.25,3.56,66.15055522,228.229999981,3.4501600058
2011-12-14,3.42,3.49,3.42,3.47,90.7647307,312.384988417,3.4417001627
2011-12-15,3.39,3.45,3.39,3.45,102.74202898,352.959999981,3.43540032726
2011-12-16,3.25,3.5,3.25,3.44,84.613001,291.119609154,3.44060139356
2011-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-18,3.25,3.5,3.25,3.5,17.24285714,58.58999999,3.39792874895
2011-12-19,3.5,3.98,3.5,3.85,134.73429197,513.292936466,3.8096681176
2011-12-20,4.75,4.75,4.53,4.55,94.74335338,432.980000007,4.57003034577
2011-12-21,4.38,4.38,4.38,4.38,20.89954338,91.5400000044,4.38
2011-12-22,4.19,4.19,4.17,4.17,8.53526439,35.7100000003,4.18381884481
2011-12-23,3.86,4.35,3.84,4.22,149.49256188,625.814286083,4.18625701649
2011-12-24,4.33,4.33,4.33,4.33,27.22479474,117.883361224,4.33
2011-12-25,4.32,4.32,4.27,4.27,24.182423,104.08056736,4.30397596469
2011-12-26,4.27,4.33,4.27,4.33,56.73660508,243.740499996,4.29600078561
2011-12-27,4.33,4.33,4.29,4.29,58.07386739,250.336983482,4.31066492956
2011-12-28,4.29,4.3,4.25,4.3,35.55011655,151.724195804,4.26789587568
2011-12-29,4.3,4.5,4.3,4.5,36.56096221,158.978804169,4.34832112065
2011-12-30,4.26,4.5,4.21,4.21,56.74004969,240.143609195,4.23234753066
2011-12-31,4.39,4.58,4.39,4.58,95.3178781,425.320337554,4.4621255323
2012-01-01,4.58,5.0,4.58,5.0,21.602,105.77916,4.89672993241
2012-01-02,5.0,5.0,5.0,5.0,19.048,95.24,5.0
2012-01-03,5.32,5.32,5.14,5.29,88.03728092,464.805209506,5.27964067777
2012-01-04,4.93,5.57,4.93,5.57,107.23326023,568.076197478,5.29757461686
2012-01-05,5.72,6.65,5.72,6.65,94.80182926,587.734766709,6.19961419834
2012-01-06,6.65,6.9,6.0,6.0,33.88274671,222.805219044,6.57577205742
2012-01-07,6.8,6.8,6.8,6.8,0.29585799,2.011834332,6.8
2012-01-08,6.9,7.0,6.9,7.0,5.0,34.6,6.92
2012-01-09,6.99,6.99,6.23,6.3,66.8693229,443.044719718,6.6255302208
2012-01-10,6.24,7.14,6.24,7.14,62.28998018,413.204084418,6.63355620316
2012-01-11,7.14,7.33,6.25,7.0,105.35893402,743.011615154,7.05219374195
2012-01-12,6.95,7.38,6.51,6.51,82.30163181,598.06163103,7.2667044125
2012-01-13,6.8,7.36,6.6,6.6,48.97014484,344.937354639,7.0438295775
2012-01-14,6.5,6.5,6.3,6.3,16.836,108.4868,6.44373960561
2012-01-15,7.15,7.15,7.15,7.15,16.6993007,119.400000005,7.15
2012-01-16,6.2,7.1,6.2,7.1,12.64929577,86.749999967,6.85808929954
2012-01-17,6.5,6.9,6.0,6.0,80.51400824,493.405788569,6.12819805341
2012-01-18,5.99,7.1,5.99,7.1,133.44676912,820.932602109,6.15176079213
2012-01-19,5.52,7.0,5.52,6.22,246.71581895,1542.22122679,6.25100260435
2012-01-20,6.9,6.95,6.55,6.95,95.82599863,647.201739156,6.75392637081
2012-01-21,6.3,6.77,6.28,6.77,81.41385241,512.26257306,6.29208123552
2012-01-22,6.79,6.83,6.03,6.79,81.27103303,501.406607217,6.16956114034
2012-01-23,6.5,6.52,6.0,6.52,94.92062909,608.483847482,6.4104489542
2012-01-24,6.52,6.57,6.0,6.55,85.44624147,550.635660543,6.44423500753
2012-01-25,6.26,6.86,6.0,6.31,81.1232564,505.991268957,6.23731456812
2012-01-26,6.27,6.3,5.5,5.5,29.91907058,183.922026676,6.14731751724
2012-01-27,3.8,6.03,3.8,5.88,92.07999287,528.437882138,5.73890012008
2012-01-28,4.91,4.91,4.91,4.91,0.25,1.2275,4.91
2012-01-29,5.89,5.9,5.3,5.5,9.45484643,52.2104692015,5.5220853758
2012-01-30,5.3,5.58,5.3,5.58,15.16,83.9208,5.53567282322
2012-01-31,5.7,6.22,3.8,5.3,110.50333334,639.078531186,5.7833416592
2012-02-01,5.53,5.99,5.52,5.88,12.05880628,71.2026999578,5.90462258905
2012-02-02,5.99,6.28,5.89,6.28,251.00093001,1541.85190369,6.14281350922
2012-02-03,6.29,6.35,5.93,6.3,155.5524532,950.749667529,6.11208404606
2012-02-04,6.35,6.5,5.94,5.94,67.63499409,407.870047007,6.03045882527
2012-02-05,5.93,6.15,5.6,5.6,47.85042396,280.366294416,5.85922278662
2012-02-06,5.6,5.9,5.2,5.6,29.17833833,161.848679316,5.54687787514
2012-02-07,5.5,5.88,5.5,5.69,165.40541896,937.134706822,5.66568322075
2012-02-08,5.79,5.87,5.66,5.87,83.57202011,477.332030262,5.71162489112
2012-02-09,5.52,5.89,5.51,5.89,83.60318875,482.909829513,5.77621304562
2012-02-10,5.88,5.88,5.8,5.88,176.93050375,1040.23518025,5.87934334784
2012-02-11,5.71,5.71,5.5,5.5,1.8794878,10.374875338,5.52005463297
2012-02-12,5.78,5.78,5.55,5.67,64.8434324,371.291861708,5.72597482838
2012-02-13,5.53,5.79,5.5,5.79,99.78443902,571.311508234,5.72545693342
2012-02-14,5.2,5.8,4.56,4.89,128.34493428,662.527248074,5.16208334821
2012-02-15,4.9,5.08,4.69,4.69,67.78916535,335.706889585,4.95222043009
2012-02-16,4.5,4.98,4.15,4.51,115.6239213,535.147306981,4.62834421255
2012-02-17,4.67,4.8,4.5,4.67,244.67028923,1151.24386948,4.70528674775
2012-02-18,4.67,4.73,4.14,4.23,254.39025201,1121.28146357,4.40772181604
2012-02-19,4.38,4.38,4.3,4.38,92.68354434,401.211082449,4.32882757458
2012-02-20,4.72,4.72,4.4,4.44,315.93925361,1439.9067215,4.55754296133
2012-02-21,4.52,4.58,4.3,4.58,358.44920149,1595.15671256,4.45016115515
2012-02-22,4.47,4.59,4.46,4.51,75.30876636,341.357038446,4.53276630259
2012-02-23,4.59,5.22,4.55,5.22,714.84400933,3516.15106689,4.91876692117
2012-02-24,5.12,5.22,4.95,4.95,37.59711782,193.547452998,5.14793325182
2012-02-25,5.11,5.11,5.0,5.0,119.80740151,600.529999934,5.01246160392
2012-02-26,4.79,5.07,4.78,4.98,40.9,201.4,4.92420537897
2012-02-27,4.97,5.1,4.95,5.04,309.05231411,1563.05607815,5.05757765525
2012-02-28,5.09,5.1,4.71,4.88,440.24138707,2211.57450542,5.0235497397
2012-02-29,4.97,5.0,4.85,4.99,242.23784635,1197.86987631,4.94501538203
2012-03-01,4.99,5.05,4.9,5.0,291.16358119,1455.03721497,4.99731872037
2012-03-02,4.99,4.99,4.64,4.79,245.97471171,1166.58625295,4.74270808102
2012-03-03,4.81,4.99,4.6,4.65,125.91831514,589.85445175,4.68442141316
2012-03-04,4.78,4.81,4.77,4.81,113.6084153,544.863926496,4.79598210271
2012-03-05,4.8,5.06,4.77,5.06,518.05455153,2569.92240289,4.96071773773
2012-03-06,5.0,5.05,4.95,4.98,296.62794242,1481.53495814,4.99459001082
2012-03-07,5.05,5.09,4.93,4.93,373.49234495,1894.89873028,5.07346069042
2012-03-08,4.94,5.08,4.87,5.01,326.5657549,1620.12764676,4.96110698215
2012-03-09,5.01,5.07,4.93,4.93,277.58947934,1395.69901152,5.02792474282
2012-03-10,4.91,4.99,4.85,4.94,114.04892826,553.985785095,4.85743964058
2012-03-11,4.94,5.0,4.84,5.0,24.68252609,120.977426276,4.90133894053
2012-03-12,4.85,4.99,4.85,4.99,108.76167997,538.938513381,4.95522424377
2012-03-13,4.99,5.32,4.96,5.3,734.65394306,3715.6328451,5.05766406102
2012-03-14,5.32,5.44,5.27,5.27,1129.74327668,6047.71509002,5.35317643827
2012-03-15,5.27,5.43,5.27,5.39,633.16784947,3394.01819041,5.36037670462
2012-03-16,5.3,5.41,5.26,5.26,157.69794429,844.791342043,5.35702190569
2012-03-17,5.38,5.42,5.38,5.42,143.87332861,775.720726009,5.39169235538
2012-03-18,5.41,5.42,5.24,5.25,412.66352117,2202.22598469,5.33661414619
2012-03-19,5.24,5.37,4.83,4.83,415.19375675,2107.01859457,5.07478390585
2012-03-20,4.82,4.97,4.79,4.79,279.75591707,1368.21402303,4.89074203454
2012-03-21,4.9,4.96,4.9,4.96,9.32862903,46.0349999888,4.93480873135
2012-03-22,4.86,4.98,4.72,4.91,396.4109947,1931.33380067,4.87204902613
2012-03-23,4.73,4.89,4.6,4.78,393.13018484,1819.832912,4.62908467011
2012-03-24,4.72,4.83,4.62,4.83,191.53850932,920.228907588,4.80440675275
2012-03-25,4.61,4.84,4.54,4.54,15.47357192,70.9029999878,4.58219991831
2012-03-26,4.6,4.75,4.54,4.73,64.76455997,295.698830826,4.56575063526
2012-03-27,4.54,4.97,4.54,4.84,369.59079623,1769.3583541,4.78734419836
2012-03-28,4.75,4.95,4.72,4.93,418.64896346,2032.73821162,4.85547174134
2012-03-29,4.93,4.93,4.77,4.84,110.39370311,534.796984681,4.84445189911
2012-03-30,4.81,4.91,4.76,4.88,161.39879423,783.95124826,4.85723113361
2012-03-31,4.9,4.92,4.89,4.9,158.37378321,777.642105881,4.91016941137
2012-04-01,4.89,4.89,4.77,4.89,308.5058652,1478.70734442,4.79312554873
2012-04-02,4.8,5.04,4.78,5.04,888.57861157,4377.18129229,4.92604845007
2012-04-03,5.04,5.04,4.86,4.99,244.30290125,1214.36567986,4.97073785718
2012-04-04,4.92,5.01,4.86,5.01,305.43564088,1501.27542175,4.91519397483
2012-04-05,4.99,5.04,4.89,5.0,400.86488523,1990.30358227,4.96502351692
2012-04-06,4.9,4.99,4.81,4.99,725.95771755,3543.84823538,4.88161796438
2012-04-07,4.94,4.94,4.7,4.7,228.65562961,1095.62508223,4.79159460934
2012-04-08,4.8,4.8,4.69,4.76,177.21795867,842.017140088,4.75130819928
2012-04-09,4.7,4.85,4.7,4.75,158.55832457,756.915173966,4.77373342597
2012-04-10,4.75,4.87,4.75,4.8,314.81763742,1515.54878618,4.8140529819
2012-04-11,4.86,4.92,4.78,4.92,425.60463177,2073.10469765,4.87096366652
2012-04-12,4.87,4.93,4.73,4.93,756.79455183,3667.96422273,4.84671066125
2012-04-13,4.88,4.95,4.81,4.93,1102.2658949,5395.33524086,4.89476746566
2012-04-14,4.94,5.01,4.94,4.96,544.64998903,2707.80998481,4.97165159157
2012-04-15,4.96,4.99,4.92,4.99,114.97408628,569.912989677,4.95688209505
2012-04-16,4.93,4.98,4.93,4.98,487.00754874,2414.16300318,4.95713672084
2012-04-17,4.99,4.99,4.95,4.98,282.51538718,1407.38178203,4.9816110764
2012-04-18,4.98,5.18,4.98,5.16,839.9317501,4285.05946098,5.10167577362
2012-04-19,5.17,5.18,5.06,5.13,562.65170962,2877.43322421,5.11405755109
2012-04-20,5.15,5.38,5.09,5.38,372.83588987,1927.01155439,5.16852483021
2012-04-21,5.4,5.43,5.19,5.24,301.94356518,1587.32789151,5.25703500442
2012-04-22,5.24,5.25,5.17,5.17,139.56864263,727.29093917,5.21099098956
2012-04-23,5.2,5.25,5.0,5.0,947.46097438,4873.92244791,5.14419335435
2012-04-24,4.99,5.15,4.98,5.08,1975.83110589,10045.4985959,5.08418890962
2012-04-25,5.12,5.14,4.86,5.14,1634.21397671,8194.99507488,5.01464018279
2012-04-26,5.1,5.12,4.86,4.98,762.130218,3827.40637924,5.02198481157
2012-04-27,5.03,5.08,4.99,5.04,718.01401093,3598.05361112,5.01111894246
2012-04-28,5.07,5.07,4.85,4.91,205.02552687,1016.89049692,4.95982384462
2012-04-29,4.92,4.96,4.81,4.91,62.87862749,306.860890322,4.88020974012
2012-04-30,4.92,5.02,4.87,5.0,490.58077756,2426.54116296,4.946262214
2012-05-01,4.94,5.04,4.86,4.97,831.74622588,4137.30469267,4.97423921376
2012-05-02,5.01,5.15,5.01,5.06,495.3171434,2513.61590618,5.07476056435
2012-05-03,5.06,5.13,5.05,5.1,645.08940157,3293.74358761,5.10587149563
2012-05-04,5.1,5.15,5.07,5.07,776.04276349,3969.42600604,5.1149578255
2012-05-05,5.09,5.11,5.04,5.04,415.56904636,2105.18351644,5.06578518029
2012-05-06,5.06,5.1,5.02,5.08,1234.04605556,6235.20105632,5.05264858489
2012-05-07,5.05,5.08,4.97,5.05,874.47864459,4402.52356578,5.03445520713
2012-05-08,5.06,5.08,4.99,5.02,640.55868732,3232.38429947,5.04619539701
2012-05-09,5.02,5.08,5.01,5.02,350.28159466,1764.91236416,5.03855295587
2012-05-10,5.02,5.04,4.87,4.87,907.11429341,4527.14435412,4.99070997669
2012-05-11,4.97,4.97,4.87,4.95,413.82665677,2038.79651877,4.92669209539
2012-05-12,4.95,4.97,4.91,4.91,219.33389116,1080.62974084,4.92687078649
2012-05-13,4.95,4.95,4.94,4.94,395.46296566,1954.29393453,4.94178748514
2012-05-14,4.93,4.99,4.88,4.93,718.72911768,3540.86129682,4.9265588519
2012-05-15,4.95,5.01,4.9,4.95,600.99596383,2983.31624998,4.96395388576
2012-05-16,5.0,5.04,4.98,5.04,178.0332215,892.098753711,5.01085553693
2012-05-17,5.02,5.03,5.01,5.02,611.21283218,3071.50542947,5.02526332524
2012-05-18,5.03,5.07,5.03,5.07,912.52426975,4607.76403261,5.04947011862
2012-05-19,5.08,5.08,5.05,5.07,168.0059752,851.564453192,5.06865575572
2012-05-20,5.03,5.08,5.03,5.03,26.40212653,133.964194771,5.07399260507
2012-05-21,5.04,5.09,5.01,5.08,354.05739561,1791.34037318,5.05946322657
2012-05-22,5.05,5.07,5.0,5.03,678.06758546,3425.08984785,5.05125141106
2012-05-23,5.02,5.1,5.02,5.1,558.15131265,2826.52784037,5.06408885244
2012-05-24,5.08,5.12,5.04,5.12,904.74009563,4607.12505728,5.09220833645
2012-05-25,5.09,5.1,5.08,5.08,274.91026252,1398.60458211,5.08749498579
2012-05-26,5.08,5.09,5.06,5.07,388.70621698,1977.88341877,5.08837608552
2012-05-27,5.08,5.08,5.0,5.07,913.52967246,4616.79508085,5.05379871068
2012-05-28,5.08,5.08,5.07,5.07,180.68383317,917.689674124,5.07898054864
2012-05-29,5.07,5.12,4.95,5.11,1341.51430437,6801.76803043,5.07021655175
2012-05-30,5.07,5.14,5.07,5.14,748.4016813,3831.89588157,5.12010592349
2012-05-31,5.14,5.17,5.1,5.17,1102.63991433,5655.31680317,5.12888816166
2012-06-01,5.17,5.24,5.16,5.22,473.66441064,2467.5546251,5.20949974217
2012-06-02,5.2,5.21,5.17,5.19,192.43478463,999.613877061,5.19455918005
2012-06-03,5.19,5.2,5.19,5.19,14.33475413,74.4404953217,5.19300817067
2012-06-04,5.18,5.24,5.14,5.22,1359.1183093,7046.50350804,5.18461377485
2012-06-05,5.22,5.49,5.22,5.37,929.19495142,4983.29089919,5.36301977488
2012-06-06,5.39,5.49,5.37,5.41,770.84630967,4190.97483089,5.43684879634
2012-06-07,5.41,5.53,5.4,5.53,1412.87520676,7732.31929533,5.47275460588
2012-06-08,5.48,5.63,5.46,5.61,1397.44902146,7776.03868718,5.56445249005
2012-06-09,5.6,5.62,5.47,5.48,353.65603433,1971.26132569,5.57395077233
2012-06-10,5.54,5.54,5.42,5.42,270.95117635,1480.56725755,5.4643322738
2012-06-11,5.48,5.57,5.4,5.52,667.67216608,3645.37400012,5.45982622209
2012-06-12,5.57,5.9,5.53,5.71,9330.40796353,54760.4947718,5.86903541473
2012-06-13,5.77,6.0,5.71,5.86,1690.19740728,9900.86663109,5.85781671919
2012-06-14,5.86,5.91,5.79,5.9,3236.5087261,18903.8965998,5.84082979519
2012-06-15,5.88,6.42,5.56,6.42,2041.44728739,11963.3082654,5.86020924434
2012-06-16,6.41,6.52,6.12,6.41,1010.13937541,6427.82397752,6.36330404892
2012-06-17,6.41,6.47,6.13,6.19,424.19045736,2679.99078373,6.3178950333
2012-06-18,6.13,6.34,5.98,6.06,2483.09865301,15257.8074916,6.14466423759
2012-06-19,6.13,6.49,6.13,6.46,1389.04883704,8907.14970007,6.41240931388
2012-06-20,6.4,6.65,6.26,6.64,2075.98456732,13567.2568854,6.53533609978
2012-06-21,6.66,6.69,6.64,6.64,480.84201914,3201.47883713,6.65806795099
2012-06-22,6.64,6.67,6.48,6.59,963.16079856,6367.15299109,6.61068536076
2012-06-23,6.6,6.61,6.33,6.45,1137.14132849,7329.2719855,6.44534835018
2012-06-24,6.35,6.45,6.35,6.4,599.17294991,3831.39711792,6.39447611661
2012-06-25,6.35,6.35,6.11,6.26,1956.72821549,12222.0752964,6.24617931075
2012-06-26,6.26,6.46,6.17,6.41,2273.09860085,14395.2935877,6.3328944826
2012-06-27,6.41,6.68,6.34,6.49,11231.7782872,73445.1462746,6.53904879503
2012-06-28,6.49,6.54,5.99,6.5,4266.15056833,26772.7799114,6.2756293953
2012-06-29,6.5,6.63,6.49,6.52,8127.55500191,52910.4338225,6.51000624542
2012-06-30,6.58,6.61,6.5,6.61,828.05206012,5403.41210267,6.52544974272
2012-07-01,6.6,6.62,6.52,6.52,332.44372303,2178.09880757,6.55178202107
2012-07-02,6.55,6.64,6.52,6.61,1792.23613156,11809.4456076,6.58922415392
2012-07-03,6.61,6.66,6.4,6.44,1936.3905711,12722.2884267,6.57010451124
2012-07-04,6.44,6.55,6.36,6.44,2014.68873242,13045.0551249,6.47497298959
2012-07-05,6.52,6.66,6.52,6.6,1406.97193178,9291.89320016,6.60417808648
2012-07-06,6.59,6.6,6.39,6.59,1662.61510481,10843.3659548,6.52187383803
2012-07-07,6.6,6.79,6.56,6.79,1408.4798228,9388.15616272,6.6654530727
2012-07-08,6.8,6.8,6.45,6.73,830.37090436,5483.56073004,6.60374863961
2012-07-09,6.77,6.99,6.55,6.94,1751.75552753,11902.0087404,6.79433205908
2012-07-10,6.95,7.13,6.95,7.08,1495.1442887,10504.3988244,7.02567565138
2012-07-11,7.08,7.15,7.04,7.14,751.66207543,5345.82936476,7.11201155346
2012-07-12,7.15,7.59,7.1,7.59,2325.83757492,16706.657978,7.18307166339
2012-07-13,7.6,7.69,7.46,7.59,1204.54573744,9144.07877333,7.59130889688
2012-07-14,7.58,7.58,7.44,7.55,717.31461971,5408.06723421,7.53932386935
2012-07-15,7.55,7.57,7.4,7.57,322.39208253,2418.56412993,7.50193401446
2012-07-16,7.57,8.3,7.14,8.3,3680.08259313,28112.9158546,7.63920785558
2012-07-17,8.3,8.8,7.7,8.55,3658.89689036,30014.6917675,8.20320787026
2012-07-18,8.5,9.15,8.36,9.0,2613.84283038,22817.7893547,8.72959501985
2012-07-19,9.06,9.2,8.76,8.76,2512.84139938,22765.407689,9.0596277563
2012-07-20,8.76,8.76,7.93,8.44,1378.66512931,11284.5645498,8.18513815277
2012-07-21,8.52,8.91,8.2,8.74,2380.64465914,20553.4187803,8.63355171524
2012-07-22,8.74,8.8,8.3,8.42,1483.54734476,12717.964209,8.57267161303
2012-07-23,8.42,8.88,8.1,8.59,2585.86162064,22225.4671152,8.59499477383
2012-07-24,8.59,8.8,8.25,8.61,1298.89850451,11148.282028,8.58287386529
2012-07-25,8.59,8.64,8.24,8.64,1795.45977381,15281.0642027,8.51094768349
2012-07-26,8.64,8.83,8.45,8.75,837.67858918,7224.82986587,8.62482336207
2012-07-27,8.76,8.91,8.76,8.83,687.49671529,6094.41586266,8.86464724429
2012-07-28,8.83,9.0,8.78,8.88,1498.92603223,13347.6257558,8.90479281083
2012-07-29,8.79,8.79,8.7,8.71,590.37066164,5154.7223923,8.7313322413
2012-07-30,8.7,9.0,8.54,9.0,2423.61350598,21078.3534748,8.69707708047
2012-07-31,9.0,9.28,8.92,9.28,1324.42575089,12141.4760515,9.16735124132
2012-08-01,9.28,9.5,8.9,9.45,2419.60607326,22568.9511518,9.32753120486
2012-08-02,9.45,10.52,9.4,10.44,2209.70926083,21163.1874101,9.5773628618
2012-08-03,10.4,12.0,10.1,10.79,2419.4134313,26081.2938281,10.7800070425
2012-08-04,10.96,11.2,10.5,10.51,635.36838136,6829.38734095,10.7487050683
2012-08-05,10.93,10.93,10.29,10.71,1906.7619071,19934.3392382,10.4545508089
2012-08-06,10.71,10.99,10.43,10.84,2070.07812125,22226.7457827,10.7371531318
2012-08-07,10.86,10.87,10.72,10.75,1039.03555,11186.1862178,10.7659321357
2012-08-08,10.75,11.04,10.7,10.99,2746.09461909,29919.4466272,10.8952715683
2012-08-09,11.0,12.49,10.79,11.0,2432.99473283,27273.43404,11.2098204209
2012-08-10,11.0,11.5,10.9,11.32,2554.43905578,28345.9441089,11.096739241
